 -56.1980939,-34.906399,0
-56.1976648,-34.9105695,0
-56.1975146,-34.9116164,0
-56.1966777,-34.9118275,0
-56.192,-34.9133672,0
-56.1889959,-34.9146693,0
-56.1868501,-34.9156546,0
-56.1854339,-34.9156898,0
-56.1799407,-34.9147397,0
-56.1776662,-34.9145285,0
-56.1779666,-34.912417,0
-56.1783529,-34.9087218,0
-56.1786104,-34.9063286,0
-56.178267,-34.9055895,0
-56.1795223,-34.9033547,0
-56.1851335,-34.9056247,0
-56.1890388,-34.9059063,0
-56.1912275,-34.9059767,0
-56.1930406,-34.9061087,0
-56.1980939,-34.906399,0
