  -56.138484,-34.901401,0
-56.138678,-34.901137,0
-56.139107,-34.901384,0
-56.140051,-34.90163,0
-56.14151,-34.902088,0
-56.144557,-34.902721,0
-56.146402,-34.902932,0
-56.147947,-34.902932,0
-56.150222,-34.903108,0
-56.153612,-34.903108,0
-56.156273,-34.903108,0
-56.159728,-34.903161,0
-56.162281,-34.902721,0
-56.163955,-34.902158,0
-56.164062,-34.902422,0
-56.163998,-34.904375,0
-56.163697,-34.905678,0
-56.163654,-34.905994,0
-56.163483,-34.907824,0
-56.163397,-34.909654,0
-56.16271,-34.915074,0
-56.162281,-34.919121,0
-56.161723,-34.924399,0
-56.161251,-34.928516,0
-56.161122,-34.929114,0
-56.160564,-34.929044,0
-56.160049,-34.928868,0
-56.158504,-34.927636,0
-56.156874,-34.926264,0
-56.154857,-34.924962,0
-56.150823,-34.921971,0
-56.148977,-34.920704,0
-56.148634,-34.919226,0
-56.148891,-34.918452,0
-56.148977,-34.917115,0
-56.148934,-34.915461,0
-56.148634,-34.914757,0
-56.147819,-34.913772,0
-56.145201,-34.911449,0
-56.142755,-34.909584,0
-56.142111,-34.909443,0
-56.14048,-34.909654,0
-56.138163,-34.910288,0
-56.136704,-34.910218,0
-56.13533,-34.909866,0
-56.136789,-34.905783,0
-56.13739,-34.904446,0
-56.138484,-34.901401,0
