 -56.220818,-34.812324,0
-56.220131,-34.818595,0
-56.219702,-34.82543,0
-56.219959,-34.827473,0
-56.220818,-34.830996,0
-56.221504,-34.834589,0
-56.221676,-34.837688,0
-56.221676,-34.843465,0
-56.222277,-34.844592,0
-56.222277,-34.845649,0
-56.214123,-34.850157,0
-56.208372,-34.853168,0
-56.207836,-34.853608,0
-56.207149,-34.854066,0
-56.204553,-34.855492,0
-56.203823,-34.855897,0
-56.20348,-34.856144,0
-56.202943,-34.856813,0
-56.202493,-34.85562,0
-56.201763,-34.854982,0
-56.200776,-34.854806,0
-56.200046,-34.853996,0
-56.199703,-34.852904,0
-56.199188,-34.85227,0
-56.198598,-34.852118,0
-56.198019,-34.851992,0
-56.196785,-34.851777,0
-56.195776,-34.851125,0
-56.195154,-34.850157,0
-56.194811,-34.8491,0
-56.194698,-34.84859,0
-56.194296,-34.847938,0
-56.193792,-34.84744,0
-56.19318,-34.846881,0
-56.192756,-34.846705,0
-56.192279,-34.846529,0
-56.191163,-34.846635,0
-56.189532,-34.847304,0
-56.189066,-34.847383,0
-56.18877,-34.847286,0
-56.191474,-34.84468,0
-56.19215,-34.844068,0
-56.193974,-34.842963,0
-56.197214,-34.841211,0
-56.189833,-34.833673,0
-56.187386,-34.835012,0
-56.18434,-34.836068,0
-56.182623,-34.836702,0
-56.181883,-34.836909,0
-56.181335,-34.836843,0
-56.182172,-34.835135,0
-56.182934,-34.834289,0
-56.183481,-34.833268,0
-56.182451,-34.831137,0
-56.182473,-34.83045,0
-56.182033,-34.829983,0
-56.182194,-34.829375,0
-56.18331,-34.827473,0
-56.184061,-34.827332,0
-56.184415,-34.827191,0
-56.184683,-34.826909,0
-56.185155,-34.826046,0
-56.185327,-34.825544,0
-56.185112,-34.825077,0
-56.18537,-34.824302,0
-56.185412,-34.823122,0
-56.186614,-34.822532,0
-56.187773,-34.821625,0
-56.187601,-34.820427,0
-56.187773,-34.819229,0
-56.187344,-34.818313,0
-56.187108,-34.817838,0
-56.187086,-34.817327,0
-56.185799,-34.815988,0
-56.185541,-34.813944,0
-56.192322,-34.811478,0
-56.200132,-34.821695,0
-56.200304,-34.824443,0
-56.213093,-34.817045,0
-56.220818,-34.812324,0
