  -56.1966831,-34.8576666,0
-56.2028629,-34.8568699,0
-56.2030694,-34.8563889,0
-56.2037695,-34.8559784,0
-56.2224108,-34.8457234,0
-56.2238699,-34.850161,0
-56.2252432,-34.8531897,0
-56.2212199,-34.8555493,0
-56.2170358,-34.8587627,0
-56.2127119,-34.8619232,0
-56.2146003,-34.8629091,0
-56.2166602,-34.8643881,0
-56.2164027,-34.8655149,0
-56.2169177,-34.8665008,0
-56.217776,-34.8678388,0
-56.2187202,-34.8688247,0
-56.2199218,-34.8688247,0
-56.2209517,-34.8691768,0
-56.2196213,-34.8699162,0
-56.2173039,-34.8713598,0
-56.216022,-34.872509,0
-56.2171752,-34.873578,0
-56.2144286,-34.8741061,0
-56.2118536,-34.8748103,0
-56.2118107,-34.8747046,0
-56.2116819,-34.8745638,0
-56.2100082,-34.8743437,0
-56.2083345,-34.873842,0
-56.205824,-34.8731907,0
-56.2012965,-34.8720288,0
-56.1904066,-34.8712723,0
-56.1908734,-34.8704443,0
-56.1915333,-34.869388,0
-56.1917692,-34.8687543,0
-56.1934,-34.8624866,0
-56.1949129,-34.8604221,0
-56.1962539,-34.8579924,0
-56.1966831,-34.8576666,0
