 -56.134128,-34.866004,0
-56.135652,-34.865616,0
-56.137047,-34.864243,0
-56.136768,-34.865202,0
-56.136918,-34.866514,0
-56.137304,-34.867834,0
-56.138034,-34.868944,0
-56.138463,-34.869384,0
-56.138742,-34.869595,0
-56.13915,-34.870018,0
-56.14003,-34.87051,0
-56.140877,-34.871056,0
-56.14284,-34.87213,0
-56.143548,-34.87257,0
-56.144536,-34.873081,0
-56.14666,-34.87426,0
-56.147604,-34.874788,0
-56.14902,-34.875704,0
-56.15093,-34.876901,0
-56.137519,-34.886811,0
-56.133614,-34.886917,0
-56.131425,-34.886952,0
-56.127434,-34.886952,0
-56.124816,-34.887022,0
-56.122627,-34.887198,0
-56.118937,-34.887163,0
-56.116619,-34.887374,0
-56.111898,-34.887304,0
-56.110096,-34.887128,0
-56.108079,-34.886494,0
-56.105418,-34.886107,0
-56.103058,-34.886036,0
-56.100569,-34.885966,0
-56.098723,-34.88586,0
-56.102629,-34.880932,0
-56.105461,-34.87727,0
-56.111126,-34.870334,0
-56.111898,-34.870581,0
-56.112886,-34.870722,0
-56.114001,-34.871003,0
-56.115246,-34.871356,0
-56.116319,-34.871637,0
-56.117263,-34.871884,0
-56.118636,-34.87213,0
-56.119537,-34.872341,0
-56.121039,-34.872553,0
-56.121898,-34.87287,0
-56.124001,-34.873327,0
-56.125374,-34.873503,0
-56.125975,-34.872799,0
-56.127691,-34.871743,0
-56.129923,-34.870194,0
-56.131554,-34.868926,0
-56.134086,-34.867183,0
-56.134128,-34.866004,0
